employee_id,name,age,gender,marital_status,ethnicity,country,job_role_id,department_id,hire_date,salary
1083,Veronica Meyer,24,Female,Single,Asian,France,49,8,2025-06-11,63567.3
1084,Phillip Holmes,55,Male,Prefer not to say,White,India,45,7,2017-06-14,111534.96
1085,Tiffany Bowers,41,Female,Widowed,Other,France,15,3,2023-07-26,77638.71
1086,Sara Jones,33,Female,Single,Mixed,Nigeria,29,5,2015-08-08,78600.83
1087,Andrea Walker,29,Female,Divorced,White,Brazil,47,8,2023-01-12,90605.67
1088,Ashley Alvarez,39,Female,Widowed,Mixed,Brazil,36,6,2017-07-26,74775.78
1089,David Garner,32,Male,Widowed,Asian,Australia,37,6,2022-06-28,64819.16
1090,Katherine Martinez,59,Female,Prefer not to say,Native American,India,18,3,2018-09-24,66073.0
1091,Robert Howe,30,Male,Separated,Asian,New Zealand,34,6,2020-12-09,68567.97
1092,Samantha Mann,44,Female,Separated,White,South Korea,35,6,2023-08-10,69255.56
1093,Christine Reyes,32,Female,Single,Native American,New Zealand,47,8,2022-06-14,84552.59
1094,Abigail Robertson,60,Female,Married,Asian,Italy,50,8,2022-11-01,71038.92
1095,Robert Clarke,55,Male,Prefer not to say,Hispanic,Canada,43,7,2018-05-11,84652.8
1096,Amanda Deleon,56,Female,Married,Native American,Germany,50,8,2019-10-08,68385.67
1097,Paula Watkins,41,Female,Single,White,Japan,27,5,2015-08-14,71572.7
1098,Daryl Swanson,29,Male,Married,Other,United States,3,1,2023-03-23,30035.99
1099,Brendan Adams,52,Male,Married,White,United States,7,2,2021-04-13,88326.55
1100,Catherine Osborne,52,Female,Widowed,Native American,Italy,43,7,2022-01-12,76929.77
1101,Barbara Stewart,44,Female,Married,Native American,Italy,4,1,2015-11-21,89960.2
1102,Kenneth Johnson,34,Male,Other,Hispanic,Singapore,1,1,2019-07-20,30000.0
1103,Eric Solis,24,Male,Divorced,Native American,Italy,30,5,2022-07-22,111767.49
1104,Olivia Gonzalez,24,Female,Prefer not to say,Native American,Germany,24,4,2021-06-11,67208.21
1105,Justin King,25,Male,Prefer not to say,Asian,United Kingdom,47,8,2021-11-15,92163.66
1106,Dustin Lopez,27,Male,Single,Mixed,Canada,34,6,2019-09-01,49201.88
1107,Rachel Winters,33,Female,Widowed,Mixed,Canada,13,3,2020-07-24,82255.48
1108,Jason Stewart,56,Male,Separated,Mixed,United Kingdom,36,6,2024-11-19,48931.69
1109,Sierra Hernandez,50,Female,Other,Mixed,Nigeria,44,7,2019-01-16,57524.62
1110,Cameron Wilson,32,Male,Widowed,Hispanic,Japan,11,2,2016-04-26,108280.63
1111,Sarah Summers,31,Female,Widowed,Native American,Brazil,43,7,2018-04-21,66186.35
1112,Sally Maldonado,56,Female,Divorced,Other,Australia,21,4,2019-01-15,74348.66
1113,Emily Duke,48,Female,Prefer not to say,Mixed,Australia,49,8,2020-07-25,87401.35
1114,Justin Ross,55,Male,Married,Hispanic,South Korea,37,6,2022-12-02,79913.64
1115,Diana Strickland,49,Female,Separated,Hispanic,United States,24,4,2020-05-30,73008.38
1116,Jared Kline,59,Male,Single,Native American,India,19,4,2021-05-24,77299.22
1117,Kathryn Perez,40,Female,Married,Black,New Zealand,1,1,2016-08-04,118068.31
1118,Kaitlin Webb,38,Female,Widowed,Native American,Japan,2,1,2022-04-25,68847.62
1119,David Dyer,23,Male,Separated,Asian,India,7,2,2020-05-24,74021.98
1120,Charles Scott,44,Male,Widowed,Black,Canada,17,3,2022-04-02,91013.09
1121,Deborah Levy,26,Female,Widowed,Hispanic,Spain,20,4,2022-03-09,92110.52
1122,Wesley Joseph,25,Male,Other,Asian,South Korea,47,8,2016-12-29,93740.61
1123,Amanda White,52,Female,Prefer not to say,Mixed,Italy,12,2,2016-12-18,82774.6
1124,Brent Robbins,40,Male,Single,Mixed,South Korea,39,6,2022-10-21,47139.9
1125,Kathleen Wilson,24,Female,Prefer not to say,Asian,Australia,6,2,2020-07-03,102668.63
1126,Stephanie Smith,28,Female,Prefer not to say,Other,Canada,27,5,2016-11-02,47073.09
1127,James Carter,45,Male,Single,Asian,Japan,41,7,2022-09-29,76052.71
1128,Kevin Mcgee,55,Male,Widowed,Black,Australia,21,4,2023-04-21,54914.48
1129,Jeffrey Young,24,Male,Other,Mixed,Nigeria,10,2,2018-07-15,68717.23
1130,Melissa Hernandez,59,Female,Widowed,Native American,United Kingdom,49,8,2019-06-02,76575.25
1131,Mark Monroe,39,Male,Prefer not to say,Hispanic,India,28,5,2023-09-10,76427.14
1132,Charles Baker,26,Male,Separated,Native American,Italy,22,4,2019-12-24,78438.42
1133,Michael Sherman,46,Male,Divorced,White,Nigeria,36,6,2015-12-25,102274.23
1134,Erika Jenkins,29,Female,Prefer not to say,Black,Brazil,50,8,2016-05-06,79070.69
1135,Leroy Foster,46,Male,Other,Native American,Canada,32,5,2018-08-11,65116.87
1136,Robert Banks,25,Male,Divorced,Other,Nigeria,16,3,2019-06-14,89281.74
1137,Anna Mayo,57,Female,Single,White,France,44,7,2022-04-16,93789.41
1138,Donna Smith,44,Female,Divorced,Black,Australia,28,5,2016-11-30,45447.84
1139,Abigail Nichols,22,Female,Prefer not to say,Asian,India,39,6,2017-12-31,81948.0
1140,Gina Dickerson,49,Female,Widowed,Black,Brazil,40,7,2019-11-03,84023.45
1141,William Burgess,33,Male,Other,Asian,India,15,3,2018-12-21,64048.73
1142,Daniel Mccall,24,Male,Married,Native American,Singapore,8,2,2023-09-03,97514.14
1143,Larry Brown,21,Male,Divorced,Mixed,South Korea,19,4,2018-02-19,66998.89
1144,Jason Bowers,49,Male,Separated,White,Australia,20,4,2020-07-19,72511.53
1145,Matthew Vasquez,55,Male,Married,Black,Japan,48,8,2025-02-16,66538.56
1146,Alexandra Turner,51,Female,Widowed,Mixed,India,36,6,2019-06-03,70311.58
1147,Dustin Mullen,58,Male,Other,Native American,United States,25,4,2022-09-16,48074.5
1148,Renee Sutton,24,Female,Divorced,Black,South Korea,11,2,2015-12-02,41198.98
1149,Jasmine Burgess,50,Female,Other,White,United Kingdom,4,1,2021-09-23,101890.1
1150,Pam Brown,38,Female,Other,Other,Singapore,43,7,2023-11-25,53060.77
1151,Lisa Lyons,22,Female,Divorced,Other,Singapore,7,2,2016-01-18,50172.15
1152,Susan Newman,45,Female,Widowed,Mixed,United Kingdom,15,3,2023-03-28,30000.0
1153,Victoria Reed,59,Female,Widowed,White,India,32,5,2018-09-07,57220.77
1154,Joseph Lopez,50,Male,Widowed,Mixed,United States,33,6,2020-05-07,43538.2
1155,Charles Frederick,54,Male,Divorced,Asian,Brazil,16,3,2016-08-11,102840.3
1156,Amanda Bates,31,Female,Single,Asian,France,48,8,2018-04-30,90196.34
1157,Lisa Bean,40,Female,Married,Native American,Germany,23,4,2019-11-29,56236.99
1158,Leonard Sheppard,37,Male,Separated,Other,United States,41,7,2020-03-14,115048.72
1159,Yvette Mosley,30,Female,Divorced,Hispanic,France,15,3,2019-04-22,89635.31
1160,Cameron Wolfe,45,Male,Widowed,Mixed,Spain,6,2,2023-10-24,63503.37
1161,Samuel Lopez,36,Male,Widowed,Black,Nigeria,27,5,2018-12-13,30000.0
1162,Katherine Torres,42,Female,Separated,Native American,India,39,6,2016-09-11,115818.85
1163,Brian Marshall,29,Male,Widowed,Native American,France,42,7,2023-09-21,42208.55
1164,Jimmy Dalton,40,Male,Other,Mixed,Singapore,9,2,2019-05-22,37092.03
1165,Michael Ruiz,30,Male,Other,Native American,Singapore,28,5,2024-09-10,90451.41
1166,Benjamin Medina,25,Male,Widowed,Native American,Italy,21,4,2021-01-07,118795.05
1167,William Phillips,41,Male,Prefer not to say,Black,Italy,12,2,2024-06-15,97685.46
1168,David Jordan,41,Male,Separated,Hispanic,Germany,49,8,2022-09-24,81278.18
1169,Maria Brown,38,Female,Married,Other,Canada,48,8,2019-01-11,81895.09
1170,Stephen Harris,32,Male,Single,Other,Spain,9,2,2025-03-04,87068.31
1171,Tina Abbott,57,Female,Widowed,Black,Spain,39,6,2015-09-22,85178.57
1172,Joshua Smith,22,Male,Divorced,White,Italy,15,3,2021-10-19,75623.83
1173,Kristen Martin,53,Female,Prefer not to say,Native American,Brazil,9,2,2020-06-30,72084.02
1174,Jessica Jackson,45,Female,Separated,Hispanic,India,12,2,2021-04-09,68748.14
1175,Brent Lopez,35,Male,Single,Hispanic,South Korea,13,3,2024-01-24,54920.71
1176,Ryan Brown,47,Male,Married,Mixed,France,18,3,2023-07-30,64386.5
1177,Taylor Stevenson,34,Male,Single,Black,Singapore,49,8,2017-03-05,36140.86
1178,Theresa Barnes,52,Female,Other,Asian,New Zealand,40,7,2015-09-20,68033.21
1179,Heather Rivera,48,Female,Separated,Other,United States,16,3,2018-06-27,50228.18
1180,Jennifer Oliver,41,Female,Separated,Native American,Italy,47,8,2022-09-09,47928.21
1181,David Smith,27,Male,Separated,Hispanic,New Zealand,34,6,2021-07-26,73597.88
1182,Robert Watson,54,Male,Widowed,Hispanic,Italy,16,3,2024-04-08,97840.05
1183,Justin Parrish,45,Male,Widowed,Other,France,36,6,2017-05-08,88366.33
1184,Benjamin Fischer,39,Male,Separated,Hispanic,Singapore,13,3,2024-06-16,38589.99
1185,Amber Benjamin,39,Female,Separated,Black,Nigeria,50,8,2020-05-24,50207.44
1186,Diamond Carter,24,Female,Other,Native American,Singapore,40,7,2021-08-18,88815.42
1187,Jordan Morton,49,Male,Single,Mixed,Japan,30,5,2019-06-11,50350.25
1188,Nicholas Weber,58,Male,Other,Native American,India,12,2,2024-01-11,65507.34
1189,Gwendolyn Duran,41,Female,Separated,White,India,27,5,2019-04-30,81001.04
1190,Amanda Pollard,33,Female,Separated,White,Germany,38,6,2017-04-20,50633.11
1191,Hannah Salazar,31,Female,Other,Mixed,United Kingdom,45,7,2020-08-25,72107.51
1192,Troy Park,49,Male,Other,Asian,United Kingdom,8,2,2025-03-02,43319.49
1193,Vicki King,53,Female,Widowed,Black,Nigeria,47,8,2022-08-25,57972.65
1194,Linda Vazquez,31,Female,Divorced,Native American,New Zealand,3,1,2019-08-11,76395.64
1195,John Brooks,30,Male,Married,Other,Italy,11,2,2021-06-20,38140.13
1196,Timothy Martinez,40,Male,Divorced,Mixed,South Korea,27,5,2018-08-02,78809.49
1197,Meghan Phillips,32,Female,Single,Black,Canada,19,4,2017-07-27,69607.24
1198,David Neal,37,Male,Single,Hispanic,Brazil,40,7,2023-03-26,81049.8
1199,Elizabeth Parker,21,Female,Widowed,Hispanic,Canada,35,6,2022-08-11,74478.28
1200,Eric Smith,51,Male,Separated,Hispanic,Brazil,38,6,2018-07-04,97282.81
1201,Michael Rodriguez,59,Male,Single,Black,Singapore,39,6,2016-08-17,72504.49
1202,Taylor Nguyen,56,Female,Prefer not to say,Other,Canada,40,7,2025-01-07,61411.89
1203,Kevin Hunt,30,Male,Single,Mixed,Australia,12,2,2016-06-09,72445.95
1204,Charles Reyes,23,Male,Other,Native American,New Zealand,10,2,2017-08-07,80865.96
1205,Patricia Ortega,26,Female,Single,White,Nigeria,22,4,2015-08-19,70977.2
1206,Daniel Soto,39,Male,Widowed,Mixed,Italy,11,2,2015-10-18,70811.83
1207,Jonathan Marshall,58,Male,Divorced,White,United Kingdom,30,5,2019-09-15,55960.17
1208,Grace Mitchell,44,Female,Separated,Other,United Kingdom,21,4,2021-10-10,56741.98
1209,Heather Hooper,25,Female,Divorced,Hispanic,India,36,6,2020-04-18,41947.89
1210,Matthew Baker,38,Male,Divorced,Native American,Nigeria,45,7,2023-05-05,104991.53
1211,Jeffrey Holland,34,Male,Widowed,White,United Kingdom,45,7,2021-11-30,45122.74
1212,Ethan Brown,59,Male,Prefer not to say,Mixed,Germany,31,5,2018-09-18,56141.9
1213,Deanna Ho,41,Female,Divorced,Native American,Spain,39,6,2021-03-19,55631.85
1214,Melissa Lamb,60,Female,Widowed,Hispanic,Japan,9,2,2023-11-03,87898.49
1215,Nancy Koch,32,Female,Widowed,Black,Italy,32,5,2018-04-24,64101.01
1216,Kimberly Weeks,21,Female,Single,White,Brazil,13,3,2019-02-04,94954.84
1217,David Anderson,34,Male,Prefer not to say,Native American,Nigeria,48,8,2023-06-07,56530.19
1218,Taylor Mcgee,42,Female,Divorced,Native American,South Korea,3,1,2022-07-18,75579.88
1219,Robert Lopez,33,Male,Other,Asian,Germany,1,1,2017-11-10,53293.06
1220,Ralph Solomon,40,Male,Widowed,Native American,Australia,20,4,2016-06-12,112902.98
1221,Mark Wade,42,Male,Divorced,Hispanic,Italy,8,2,2020-11-29,46248.03
1222,Peter Green,33,Male,Divorced,Other,Australia,12,2,2015-08-24,76196.41
1223,Kim Best,23,Female,Other,Black,Brazil,31,5,2025-06-24,82675.54
1224,Kevin Cherry,50,Male,Prefer not to say,Native American,Singapore,41,7,2019-06-17,78275.98
1225,Heather Young,47,Female,Other,White,New Zealand,30,5,2015-08-11,66294.25
1226,Colleen Martin,41,Female,Widowed,Native American,United States,37,6,2023-01-01,67403.59
1227,Benjamin Waters,42,Male,Prefer not to say,Other,Australia,37,6,2019-08-09,70876.23
1228,Wesley Hooper,38,Male,Prefer not to say,White,Australia,10,2,2019-12-10,67059.96
1229,Cindy Anderson,55,Female,Prefer not to say,Black,Spain,41,7,2017-01-12,89277.58
1230,Wendy Rodriguez,59,Female,Single,Other,South Korea,12,2,2021-07-01,114210.46
1231,Jasmin Collins,41,Female,Other,White,Germany,46,8,2019-01-10,58850.16
1232,Gina Webster,52,Female,Married,Asian,Brazil,6,2,2024-11-17,42603.94
1233,Joann Austin,54,Female,Divorced,Black,United Kingdom,14,3,2022-09-15,68234.36
1234,Alyssa Murphy,23,Female,Prefer not to say,Black,Singapore,51,8,2016-05-14,121594.19
1235,Joshua Green,53,Male,Single,Other,Brazil,29,5,2020-03-27,53926.51
1236,David Lynch,42,Male,Separated,Mixed,New Zealand,13,3,2021-11-20,102782.34
1237,Jennifer Lewis,41,Female,Married,Other,New Zealand,50,8,2023-06-08,103554.02
1238,Michael Maldonado,29,Male,Married,Mixed,United States,34,6,2020-12-28,58928.24
1239,Dawn Yu,54,Female,Single,White,Germany,25,4,2018-03-06,81379.66
1240,Michael Phelps,59,Male,Prefer not to say,White,Australia,44,7,2021-05-03,102567.93
1241,Julie Henry,27,Female,Widowed,Other,France,3,1,2020-05-12,62417.45
1242,Mary Rodgers,57,Female,Prefer not to say,Asian,France,2,1,2023-04-18,65928.39
1243,Corey Benjamin,33,Male,Married,Asian,Germany,21,4,2019-11-16,58366.38
1244,Anna Young,49,Female,Other,White,Germany,50,8,2024-10-21,49704.87
1245,Douglas Wright,38,Male,Single,White,Spain,11,2,2020-08-05,57014.45
1246,Hector Hamilton,55,Male,Divorced,Native American,Australia,14,3,2018-06-02,45521.19
1247,Roberta Horton,39,Female,Widowed,Black,India,10,2,2018-04-18,70681.67
1248,Daniel Harris,60,Male,Divorced,Native American,Brazil,20,4,2022-06-18,54600.54
1249,Alan Lopez,22,Male,Separated,Mixed,United States,9,2,2019-12-16,74675.72
1250,Alec Rodriguez,24,Male,Single,Hispanic,Nigeria,25,4,2021-07-10,38882.09
1251,Samuel Johnson,59,Male,Widowed,Mixed,New Zealand,46,8,2016-12-02,76617.6
1252,Amy Cannon,43,Female,Divorced,Asian,New Zealand,40,7,2020-01-11,86670.58
1253,Anthony Lee,55,Male,Single,Other,South Korea,46,8,2022-06-05,30125.29
1254,Elizabeth Campbell,29,Female,Single,Other,South Korea,37,6,2025-03-20,77481.13
1255,Kylie Hernandez,50,Female,Divorced,Mixed,France,7,2,2021-07-12,94553.38
1256,Julia Krueger,35,Female,Married,Black,New Zealand,31,5,2022-06-20,45807.18
1257,Anne Gould,46,Female,Married,Mixed,Singapore,24,4,2019-10-11,103451.45
1258,Lori Stephens,41,Female,Separated,Hispanic,United States,51,8,2020-10-12,78380.38
1259,Jason Chen,28,Male,Divorced,Hispanic,Brazil,31,5,2018-05-11,55899.76
1260,James Sexton,43,Male,Widowed,Native American,India,19,4,2016-01-25,68884.62
1261,Joseph Alvarez,27,Male,Divorced,Native American,France,26,5,2024-02-23,81166.54
1262,Edwin Davis,40,Male,Widowed,Hispanic,Nigeria,51,8,2020-08-03,71520.11
1263,Tara Bell,60,Female,Married,Native American,India,16,3,2015-11-20,80775.12
1264,Rhonda Simon,25,Female,Divorced,Black,New Zealand,25,4,2016-09-27,51586.53
1265,Debra Evans,48,Female,Widowed,Other,Australia,51,8,2023-10-31,73387.22
1266,Andrew Lynch,25,Male,Other,Mixed,Spain,12,2,2016-02-07,41725.71
1267,Deborah Austin,58,Female,Widowed,Hispanic,Australia,8,2,2015-08-26,67775.48
1268,Zachary Farrell,32,Male,Divorced,Hispanic,United Kingdom,29,5,2023-05-13,51921.85
1269,Kevin Jones,59,Male,Prefer not to say,Other,Nigeria,44,7,2020-11-16,55289.4
1270,Kara Ellis,24,Female,Single,Black,New Zealand,32,5,2024-03-29,94721.86
1271,Christopher Sloan,21,Male,Prefer not to say,Black,France,38,6,2017-01-22,91826.2
1272,David Friedman,55,Male,Divorced,Hispanic,Spain,29,5,2020-10-26,82182.76
1273,Tanya Horton,34,Female,Other,Asian,Germany,13,3,2020-06-25,48153.74
1274,Claudia Miller,43,Female,Single,Native American,United States,28,5,2021-11-02,63671.83
1275,Gabrielle Chen,39,Female,Single,Asian,Singapore,9,2,2017-01-17,94261.95
1276,James Jackson,56,Male,Prefer not to say,Asian,United Kingdom,1,1,2015-10-28,72834.34
1277,Theresa Brandt,36,Female,Separated,Mixed,Spain,2,1,2023-08-28,116386.59
1278,Amy Garcia,41,Female,Other,Hispanic,Nigeria,41,7,2018-06-07,77866.36
1279,Heather Arnold,55,Female,Married,Mixed,India,28,5,2017-02-07,73840.98
1280,Kimberly Santiago,33,Female,Widowed,Hispanic,New Zealand,9,2,2016-07-05,63817.67
1281,Patricia Hubbard,30,Female,Divorced,Other,France,27,5,2023-09-08,72670.82
1282,Ryan Ross,21,Male,Single,Mixed,United States,9,2,2022-04-18,66950.6
1283,Jonathan Duran,52,Male,Other,Hispanic,India,47,8,2021-12-27,84162.17
1284,Micheal Phillips,47,Male,Prefer not to say,Hispanic,Singapore,9,2,2022-05-19,89134.05
1285,Sherry Patterson,32,Female,Separated,Native American,Nigeria,40,7,2024-12-10,54280.21
1286,Debra Davis,43,Female,Married,Black,Nigeria,25,4,2022-08-06,43375.34
1287,Jeffery Johnston,52,Male,Prefer not to say,Mixed,Canada,37,6,2025-02-26,33275.89
1288,Erin Gonzalez,55,Female,Widowed,Asian,United States,27,5,2018-03-07,80159.83
1289,Michael Meyers,51,Male,Other,Asian,United Kingdom,37,6,2022-04-14,47932.67
1290,Amanda Willis,26,Female,Married,Mixed,Italy,45,7,2025-04-07,30000.0
1291,Holly Chavez,54,Female,Single,Native American,Singapore,30,5,2016-09-20,77771.57
1292,Brandon Nunez,51,Male,Other,Mixed,France,16,3,2022-05-03,119859.99
1293,David Lucas,55,Male,Prefer not to say,Native American,Germany,44,7,2023-10-12,69878.58
1294,Matthew Drake,55,Male,Prefer not to say,White,Brazil,22,4,2025-03-20,86769.82
1295,Jamie Garcia,51,Female,Widowed,Mixed,Australia,33,6,2017-06-10,71636.59
1296,Stacey Brown,39,Female,Divorced,Black,United States,23,4,2021-08-24,68022.21
1297,Lori Johnson,57,Female,Divorced,White,France,47,8,2020-10-12,88381.53
1298,Brenda Webster,31,Female,Widowed,White,France,38,6,2017-04-04,64194.51
1299,Deborah Cunningham,60,Female,Single,Asian,Brazil,48,8,2021-05-07,75347.85
1300,Gregory Wagner,53,Male,Single,Other,South Korea,9,2,2020-10-21,76433.96
1301,Yolanda Davis,29,Female,Widowed,Asian,Germany,17,3,2019-10-29,56638.19
1302,Deborah Mcdowell,28,Female,Widowed,Black,Singapore,1,1,2018-08-14,89840.85
1303,Micheal Nguyen,49,Male,Divorced,Other,India,43,7,2023-03-14,66500.8
1304,Carol Becker,36,Female,Separated,Black,South Korea,51,8,2020-03-11,54885.1
1305,Lance Thompson,26,Male,Married,Native American,Singapore,22,4,2022-09-25,80730.2
1306,Eric Romero,47,Male,Prefer not to say,Hispanic,Canada,32,5,2020-06-06,52030.64
1307,Rachel Glass,31,Female,Married,Native American,Italy,47,8,2020-06-20,70563.62
1308,Lisa Vance,37,Female,Prefer not to say,Other,United Kingdom,4,1,2018-10-19,69817.62
1309,Mark Yoder,50,Male,Separated,Hispanic,Germany,11,2,2017-04-25,91717.91
1310,Katherine Parsons,55,Female,Married,Hispanic,France,48,8,2018-09-27,79493.96
1311,Sara Reese,37,Female,Married,Native American,New Zealand,31,5,2021-08-21,69499.46
1312,Cheryl Fernandez,39,Female,Prefer not to say,Hispanic,Nigeria,1,1,2024-01-01,86355.33
1313,Faith Willis,23,Female,Single,Native American,France,34,6,2019-11-09,97804.15
1314,Jessica Powers,60,Female,Other,Other,Germany,28,5,2025-01-27,81156.21
1315,Nancy Mooney,38,Female,Prefer not to say,White,Germany,18,3,2018-08-14,70207.05
1316,Ashley Bond,36,Female,Other,Mixed,Spain,30,5,2023-09-16,43763.28
1317,Nathaniel Nguyen,42,Male,Other,Mixed,India,34,6,2024-10-24,48697.73
1318,Felicia Patel,21,Female,Other,White,New Zealand,36,6,2018-03-08,63895.51
1319,Samuel Roberts,47,Male,Single,Native American,United Kingdom,1,1,2021-07-15,57809.76
1320,Stacy Kelley,35,Female,Other,Asian,Germany,23,4,2021-05-19,66260.57
1321,Ronald Cook,22,Male,Widowed,White,United States,3,1,2023-01-03,71133.0
1322,Robert Galloway,28,Male,Other,White,United Kingdom,39,6,2018-06-27,80593.86
1323,Eric Davis,57,Male,Prefer not to say,Black,Singapore,25,4,2017-11-30,68590.02
1324,John Casey,32,Male,Divorced,Asian,Brazil,45,7,2017-07-01,79730.03
1325,Jesse Schultz,50,Male,Divorced,Other,Nigeria,41,7,2025-06-13,71289.49
1326,Patricia Moore,31,Female,Prefer not to say,White,Germany,17,3,2023-11-10,30490.67
1327,Edwin Lewis,45,Male,Divorced,White,Germany,25,4,2024-07-17,51213.29
1328,Carmen Snyder,49,Female,Single,Hispanic,Singapore,12,2,2023-05-17,67118.25
1329,Carl Gutierrez,46,Male,Married,Mixed,Brazil,40,7,2018-07-30,45806.11
1330,Jared Lewis,55,Male,Prefer not to say,Hispanic,Canada,10,2,2017-12-22,81998.57
1331,Wayne Lopez,37,Male,Single,White,United Kingdom,29,5,2024-02-29,100615.02
1332,Kevin Thompson,37,Male,Prefer not to say,Hispanic,United States,37,6,2022-08-23,94375.24
1333,Janet Warner,21,Female,Single,Mixed,Nigeria,10,2,2016-12-01,65731.14
1334,Anna Davis,42,Female,Separated,Native American,United States,10,2,2024-05-09,99814.52
1335,Maureen Sanders,48,Female,Separated,Other,Italy,31,5,2018-05-26,72973.35
1336,Rodney Brown,35,Male,Single,Hispanic,Italy,35,6,2016-02-15,63258.28
1337,Kimberly Welch,57,Female,Widowed,Asian,Australia,8,2,2015-11-24,57731.95
1338,Jessica Shelton,24,Female,Other,Mixed,United Kingdom,26,5,2018-06-26,63950.61
1339,Melissa Barnett,42,Female,Single,Other,Brazil,35,6,2024-07-26,62236.46
1340,Dawn Willis,33,Female,Married,Native American,United States,42,7,2018-05-10,73408.32
1341,Rebecca Pearson,33,Female,Divorced,Mixed,Nigeria,43,7,2022-04-16,73211.48
1342,Jeffrey Robinson,43,Male,Separated,White,Singapore,41,7,2019-02-17,70060.92
1343,Kelly Sexton,33,Female,Married,White,Canada,48,8,2016-01-18,78738.76
1344,Jeffrey Cruz,58,Male,Married,Hispanic,Nigeria,47,8,2018-09-30,93812.93
1345,Andrew Bishop,55,Male,Other,Asian,Brazil,51,8,2025-06-19,88991.08
1346,Brittany Martinez,23,Female,Divorced,White,Australia,2,1,2025-01-17,40302.04
1347,Douglas Charles,28,Male,Married,Other,France,26,5,2015-10-29,30000.0
1348,Sarah Jones,55,Female,Married,Mixed,Spain,44,7,2025-01-06,88686.4
1349,Mason Floyd,23,Male,Other,Black,Brazil,5,1,2017-04-03,42662.43
1350,David Anderson,60,Male,Single,Black,Italy,31,5,2018-04-28,65504.69
1351,Stephen Nelson,32,Male,Other,White,Singapore,1,1,2024-11-19,46597.74
1352,Stacey Jones,27,Female,Separated,Native American,India,51,8,2024-07-05,33960.39
1353,Gary Herrera,28,Male,Separated,Native American,South Korea,7,2,2016-07-09,80829.25
1354,Todd Sanders,33,Male,Separated,Asian,South Korea,5,1,2022-03-21,85183.1
1355,Mary Pena,28,Female,Other,Native American,Japan,21,4,2022-01-06,58469.79
1356,Scott Faulkner,34,Male,Prefer not to say,White,Spain,21,4,2018-03-02,30000.0
1357,Dennis Hogan,25,Male,Single,Asian,India,22,4,2015-08-18,59075.11
1358,Rebecca Jones,44,Female,Widowed,Black,Brazil,11,2,2017-12-17,77836.08
1359,Justin Bruce,23,Male,Married,White,South Korea,38,6,2018-04-21,40421.77
1360,Megan Summers,31,Female,Single,Hispanic,United Kingdom,50,8,2021-08-24,73667.2
1361,Ryan Dixon,32,Male,Single,Mixed,France,1,1,2022-08-14,69693.8
1362,Courtney Collins,51,Female,Other,Black,Canada,27,5,2022-12-12,81585.83
1363,Steven Henry,38,Male,Widowed,Hispanic,Nigeria,41,7,2017-11-11,72391.61
1364,Aaron Sanchez,60,Male,Other,White,Spain,12,2,2025-01-09,50538.62
1365,Frank Arellano,52,Male,Widowed,White,France,46,8,2017-05-27,93931.43
1366,Michelle Morris,47,Female,Single,Native American,Canada,23,4,2025-01-15,66829.41
1367,James Cole,54,Male,Single,Native American,Australia,8,2,2016-01-01,69453.91
1368,Jack Berry,34,Male,Divorced,White,Canada,30,5,2022-03-28,51334.64
1369,Kevin Benton,30,Male,Other,Other,Singapore,51,8,2019-12-24,61134.35
1370,Jessica Robertson,32,Female,Married,Mixed,Singapore,32,5,2017-05-05,52303.95
1371,David Morrison,44,Male,Divorced,Black,Nigeria,4,1,2020-06-02,66541.08
1372,Rachel Ryan,60,Female,Prefer not to say,Other,Brazil,22,4,2015-12-08,104234.17
1373,Todd Santana,24,Male,Widowed,Black,India,7,2,2023-10-30,42561.98
1374,Michael Payne,53,Male,Single,White,Singapore,32,5,2025-06-30,37728.77
1375,Anthony Carroll,49,Male,Widowed,Native American,Australia,47,8,2017-01-04,99423.41
1376,Rachel Cannon,41,Female,Married,Other,United Kingdom,13,3,2024-08-25,65813.53
1377,Madison Miller,27,Female,Married,Mixed,Nigeria,15,3,2021-02-26,56618.55
1378,Cameron Beck,35,Male,Single,Hispanic,Spain,25,4,2024-05-09,90798.09
1379,Marie Alvarez,48,Female,Married,Black,Singapore,4,1,2021-10-30,57887.69
1380,Ashley Davis,45,Female,Divorced,Black,Brazil,12,2,2019-02-08,106520.19
1381,Carlos Thompson,43,Male,Divorced,Black,Australia,41,7,2019-03-11,83558.52
1382,Marc Krueger,57,Male,Single,Asian,India,3,1,2018-12-18,60241.77
1383,John Nash,50,Male,Separated,Black,South Korea,30,5,2023-09-14,113146.16
1384,Angela Harper,39,Female,Widowed,Black,South Korea,15,3,2018-01-06,57885.7
1385,Matthew Valenzuela,56,Male,Prefer not to say,Black,United Kingdom,37,6,2016-03-07,84841.91
1386,Traci Campbell,52,Female,Prefer not to say,Black,Spain,34,6,2015-11-11,75985.85
1387,Krista Perry,38,Female,Single,Mixed,Nigeria,30,5,2024-09-07,96034.83
1388,Jerry Gregory,41,Male,Separated,Native American,Canada,16,3,2021-06-15,101230.22
1389,Michael Valenzuela,21,Male,Separated,White,United States,37,6,2016-04-17,70640.08
1390,Nicole Gillespie,53,Female,Single,Hispanic,Japan,47,8,2017-08-24,54931.64
1391,Lisa Castillo,27,Female,Separated,Hispanic,Canada,31,5,2015-12-15,79199.44
1392,Willie Brown,21,Male,Other,Mixed,Nigeria,36,6,2016-09-29,56445.69
